"","RUID","salary_base","experiential1","popType","gender","ethnicity","post_grad_status","Student.Profile..GPA"
"396",143003218,75000,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.68
"397",134004541,80000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.68
"398",148005638,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.97
"399",129005318,21000,"No","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.73
"400",136000774,35000,"Yes","Humanities & Social Sciences","Unknown","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.47
"401",154009779,24000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.79
"402",69004091,41000,"No","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.26
"403",125007304,42000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.56
"404",129008496,35000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.58
"405",139001921,47000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.11
"406",133002518,45000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.19
"407",139004858,50000,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.44
"408",154004189,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.16
"409",132007614,36000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.66
"410",54002321,75000,"No","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"411",119002684,45000,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"412",139003584,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.52
"413",138008284,58000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.07
"414",43006452,65000,"No","Humanities & Social Sciences","Male","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.96
"415",145002219,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.64
"416",139006185,55000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.25
"417",122009599,55000,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.91
"418",44003782,100000,"Yes","Humanities & Social Sciences","Male","Native Hawaiian or Other Pacific Islander, Non Asian","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.93
"419",132008079,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.04
"420",139003587,36000,"Yes","Humanities & Social Sciences","Female","Puerto Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"421",46000610,35000,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.82
"422",115002514,NA,"No","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",3.32
"423",84007084,NA,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",NA
"424",139009304,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.27
"425",140008848,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.36
"426",138003700,NA,"No","Math & Sciences","Male","Unknown","Seeking employment",2.41
"427",140009634,40000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.11
"428",140000400,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.82
"429",139000131,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.95
"430",143009804,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.92
"431",148004779,45000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.73
"432",132005562,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.19
"433",139001490,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.84
"434",134000220,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.72
"435",128001399,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.15
"436",137001904,51000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"437",134003738,NA,"No","Math & Sciences","Female","More than one race, excluding Hispanic or Latino","Seeking employment",2.89
"438",132007854,NA,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",2.67
"439",134001451,NA,"No","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.02
"440",87000975,NA,"No","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",3.12
"441",132000666,NA,"No","Math & Sciences","Male","American Indian or Alaskan Native","Seeking employment",3.12
"442",124008343,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.59
"443",140005438,40000,"No","Humanities & Social Sciences","Male","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.28
"444",122008144,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.34
"445",138002163,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.33
"446",156006889,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.84
"447",138006215,NA,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"448",155009735,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.83
"449",155005985,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.21
"450",155000455,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.56
"451",154006459,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.43
"452",154006205,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.74
"453",153009680,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.62
"454",150000590,NA,"No","Math & Sciences","Male","Puerto Rican","Seeking employment",3.24
"455",149006478,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",2.82
"456",139006496,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.51
"457",149006419,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.07
"458",148006371,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.7
"459",148005525,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.82
"460",148004104,NA,"No","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",2.78
"461",148002787,NA,"No","Math & Sciences","Male","Puerto Rican","Seeking employment",3.62
"462",148002573,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3
"463",147009817,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.04
"464",146007835,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.11
"465",146001826,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.84
"466",144000561,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.98
"467",144000155,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.09
"468",143009845,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.33
"469",145006140,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.91
"470",143008405,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",3.21
"471",129000768,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.37
"472",143005940,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.46
"473",142007112,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",2.05
"474",142007013,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.92
"475",142006562,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.73
"476",115003058,NA,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",4
"477",142003822,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.58
"478",149001546,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.65
"479",141004197,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.6
"480",138006116,NA,"Yes","Humanities & Social Sciences","Female","Unknown","Seeking employment",3.65
"481",141003141,NA,"Yes","Math & Sciences","Male","More than one race, excluding Hispanic or Latino","Seeking employment",3.42
"482",141000166,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.83
"483",134005597,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.26
"484",140009257,NA,"No","Math & Sciences","Male","Puerto Rican","Seeking employment",3.14
"485",138009133,40000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.43
"486",140006066,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.75
"487",149009252,NA,"No","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",3.06
"488",140004557,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.57
"489",140003856,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",2.96
"490",138007542,40000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.13
"491",140002822,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",3.14
"492",140006059,NA,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",2.97
"493",140002568,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.13
"494",140001980,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",2.8
"495",140004508,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.61
"496",140001429,NA,"Yes","Math & Sciences","Male","More than one race, excluding Hispanic or Latino","Seeking employment",3.75
"497",140001074,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.43
"498",53003072,87000,"No","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.8
"499",129003653,45000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",4
"500",138002463,40000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.24
"501",140000996,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.52
"502",132002300,75000,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.23
"503",140000758,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.84
"504",140000553,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.94
"505",139009666,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.44
"506",131006638,NA,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",3.62
"507",139007716,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.56
"508",139006917,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.16
"509",139005876,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.34
"510",140001238,50000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.1
"511",148006864,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.83
"512",139005846,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.53
"513",139005362,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.45
"514",144004050,31200,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.6
"515",140000657,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.73
"516",139004098,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.66
"517",139003405,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",2.72
"518",116006161,NA,"Yes","Humanities & Social Sciences","Male","No Response","Seeking employment",2.44
"519",139003386,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.82
"520",138002740,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"521",139003228,NA,"No","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",2.91
"522",133004816,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.7
"523",139002973,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",NA
"524",133009964,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.65
"525",149008867,45000,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.5
"526",125008948,52000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.61
"527",139002058,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.9
"528",139000997,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",NA
"529",138009910,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.68
"530",138008942,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.57
"531",138001987,42000,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.97
"532",138008025,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.15
"533",133000291,NA,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",2.89
"534",138007683,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.11
"535",139006811,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.84
"536",138007313,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.75
"537",138006662,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.42
"538",138005309,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.82
"539",137001067,NA,"No","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",3.23
"540",138002351,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.98
"541",122000333,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.92
"542",137009698,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.11
"543",149001532,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.02
"544",137008654,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.48
"545",137000358,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.09
"546",136009079,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.49
"547",136003806,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.12
"548",135009875,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.59
"549",138002925,12000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.67
"550",134009089,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.96
"551",138009931,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.9
"552",139004441,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",3.86
"553",134006986,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.18
"554",134005369,NA,"No","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",2.86
"555",134004936,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.59
"556",140008763,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.07
"557",134004495,NA,"No","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.81
"558",134004116,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.27
"559",134001188,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",2.36
"560",140005202,NA,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.2
"561",134000994,NA,"No","Math & Sciences","Female","Puerto Rican","Seeking employment",2.75
"562",134000839,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.71
"563",134000628,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.11
"564",86000324,NA,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Seeking employment",2.42
"565",134000310,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",2.88
"566",139002336,NA,"Yes","Humanities & Social Sciences","Female","Black Non-Hispanic","Seeking employment",2.44
"567",134000114,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",0
"568",134002756,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",2.92
"569",121000329,39000,"Yes","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.38
"570",133007808,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",3.07
"571",133005340,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.42
"572",133003186,NA,"No","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.53
"573",134001810,NA,"Yes","Humanities & Social Sciences","Female","More than one race, excluding Hispanic or Latino","Seeking employment",2.73
"574",133001862,NA,"No","Math & Sciences","Male","Hispanic Non-Puerto-Rican","Seeking employment",NA
"575",133001172,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",2.73
"576",131006656,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",3.38
"577",123003711,45000,"Yes","Humanities & Social Sciences","Male","Hispanic Non-Puerto-Rican","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.64
"578",134004933,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.96
"579",130006721,NA,"No","Math & Sciences","Female","Puerto Rican","Seeking employment",2.53
"580",130004742,NA,"No","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",2.76
"581",129006382,NA,"No","Math & Sciences","Female","Unknown","Seeking employment",2.8
"582",121002766,45000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.88
"583",128005456,NA,"Yes","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",3.1
"584",134002376,NA,"No","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.13
"585",132006744,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.62
"586",127006518,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.2
"587",120002598,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.32
"588",134002017,NA,"Yes","Humanities & Social Sciences","Male","Asian or Pacific Islander","Seeking employment",2.89
"589",148006869,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.92
"590",150001276,NA,"No","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.83
"591",62009318,NA,"No","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.65
"592",51001724,NA,"No","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",2.46
"593",32006662,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.01
"594",139004007,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",2.39
"595",140006642,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.55
"596",134003493,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.66
"597",122008494,NA,"Yes","Humanities & Social Sciences","Male","No Response","Seeking employment",3.78
"598",139000075,NA,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.45
"599",139001586,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.87
"600",133001065,NA,"Yes","Humanities & Social Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",3.25
"601",138003105,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",2.53
"602",133008862,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",2.91
"603",148007487,NA,"Yes","Math & Sciences","Male","Black Non-Hispanic","Seeking employment",3.11
"604",137009504,50000,"Yes","Humanities & Social Sciences","Female","No Response","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.91
"605",134003324,NA,"Yes","Math & Sciences","Female","Hispanic Non-Puerto-Rican","Seeking employment",2.67
"606",122003248,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",3.22
"607",139003976,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",2.93
"608",114006399,36000,"No","Humanities & Social Sciences","Male","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.15
"609",140004504,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.29
"610",128003569,40000,"Yes","Humanities & Social Sciences","Male","More than one race, excluding Hispanic or Latino","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.68
"611",139006825,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.99
"612",145001529,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.27
"613",137000948,NA,"Yes","Humanities & Social Sciences","Male","Black Non-Hispanic","Seeking employment",3.03
"614",140006609,NA,"Yes","Humanities & Social Sciences","Female","Asian or Pacific Islander","Seeking employment",3.56
"615",139008599,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.62
"616",132002680,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.52
"617",141002804,NA,"No","Humanities & Social Sciences","Male","No Response","Seeking employment",3.76
"618",143004559,NA,"Yes","Math & Sciences","Female","Black Non-Hispanic","Seeking employment",3.1
"619",133007971,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.74
"620",148007003,16000,"No","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.89
"621",132008495,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.58
"622",140006459,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.4
"623",138007172,NA,"Yes","Math & Sciences","Female","Asian or Pacific Islander","Seeking employment",3.4
"624",139009335,35000,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",3.21
"625",139005352,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.27
"626",133008345,NA,"Yes","Math & Sciences","Male","Asian or Pacific Islander","Seeking employment",2.76
"627",155000892,NA,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Seeking employment",3.54
"628",128008137,NA,"Yes","Humanities & Social Sciences","Female","Unknown","Seeking employment",2.77
"629",140001456,24960,"Yes","Humanities & Social Sciences","Female","White Non-Hispanic","Employed full-time, full-time entrepreneur, full-time post-graduation internship, full-time fellowship, etc. (on average 30 hours or more per week)",2.73
"630",138002175,NA,"Yes","Math & Sciences","Female","White Non-Hispanic","Seeking employment",3.53
"631",138000533,NA,"Yes","Math & Sciences","Male","White Non-Hispanic","Seeking employment",2.9
